research_team_id,rt_hypothesis,estimate,standard_error,t_value,stage,first_principle_component_team_quality,reproducibility_score,average_rating_by_peers_after_removing_peer_fixed_effect
CGHP,3,-3.792,0.306,-12.392157,1,2.018929983,1,2.567857143
CIIE,3,-0.000817,0.0000577,-14.159446,1,-0.565818373,1,1.2
CKPF,3,-3.3,1.697,-1.9446081,1,0.958675842,1,1.907142857
CMMG,3,-2.972,0.055,-54.036366,1,-0.63746597,0,-2.707142857
CNYO,3,-0.567,0.006374,-88.955132,1,-0.62597229,0,0.878571429
COQM,3,-1.312,0.132,-9.939394,1,-1.075441059,0.75,2.75
CUSM,3,-3.438,1.997,-1.7215824,1,-1.235118598,1,1.3
CVZM,3,2.044,2.806,0.72843903,1,-1.684587367,0.75,-3.692857143
CXHI,3,-3.432,1.995,-1.7203008,1,1.419638291,1,0.282142857
DBVU,3,-3.764,0.095,-39.621052,1,1.408144611,1,3.214285714
DCJM,3,-3.296,5.177,-0.63666219,1,1.269815368,1,1.171428571
DEXO,3,-3.732,0.361,-10.33795,1,-1.225263982,1,2.028571429
DQAG,3,0.7,0.12,5.8333335,1,-2.433701982,0.75,0.485714286
DVAE,3,-2.824,1.697,-1.6641132,1,1.569461214,0.5,-1.014285714
EJWM,3,0.27,0.392,0.68877554,1,0.670523676,1,2.078571429
EONY,3,-3.324,2.027,-1.6398618,1,0.610369759,1,1.692857143
EVGS,3,-3.44,0.999,-3.4434435,1,0.199706611,1,0.796428571
EZBJ,3,0.981,3.599,0.27257571,1,0.632765011,0,0.828571429
EZRL,3,-3.47,0.883,-3.9297848,1,-2.295372739,1,-0.021428571
FFHG,3,-3.294,1.967,-1.6746315,1,2.018929983,1,3.807142857
FFKM,3,-3.324,1.794,-1.8528428,1,0.033473319,0.75,2.007142857
FHEW,3,-0.081,0.613,-0.13213703,1,2.018929983,0.5,-0.378571429
FNTW,3,-2.524,1.755,-1.4381766,1,2.018929983,1,-2.235714286
FRXI,3,-3.307,1.965,-1.6829517,1,-0.326326444,1,2.48015873
FTRF,3,-3.655,0.179,-20.418995,1,1.108498765,0,2.528571429
GIPP,3,-3.168,2.282,-1.388256,1,-0.62597229,1,0.317460317
GRFN,3,-3.723,0.27,-13.788889,1,1.707790457,1,2.957142857
GTPQ,3,-3.305,0.696,-4.7485633,1,1.569461214,0,2.05
GXEN,3,-3.235,2.017,-1.6038672,1,-0.775795213,1,-2.921428571
GZFF,3,-3.438,1.997,-1.7215824,1,1.569461214,1,1.85
HEGK,3,-1.311,0.084,-15.607142,1,-0.62597229,1,0.464285714
HEVE,3,-3.437,1.997,-1.7210816,1,-1.84590397,0,0.971428571
HKIO,3,-3.552,1.89,-1.8793651,1,0.183296242,0,1.642857143
HMEP,3,-3.432,1.999,-1.7168584,1,-1.375086905,0.75,0.25
HVXK,3,-3.438,1.997,-1.7215824,1,1.569461214,1,1.014285714
IIVX,3,-3.732,0.361,-10.33795,1,-0.288567779,1,1.014285714
IMLY,3,-3.438,1.349,-2.5485544,1,1.269815368,0,1.296428571
IWSS,3,-2.214,1.832,-1.2085153,1,-0.925618136,0,-2.242857143
JAAQ,3,3.324,7.602,0.43725336,1,-0.925618136,1,1.171428571
JARZ,3,-0.086,4.198,-0.020485945,1,-0.775795213,0,-0.249206349
JFYE,3,-1.241,4.933,-0.25157106,1,0.299230233,0.5,-0.328571429
JGAO,3,-3.206,2.043,-1.5692608,1,1.719284137,1,1.617857143
JGKG,3,-3.759,0.145,-25.924137,1,-0.937111816,1,2.971428571
JPCI,3,-2.499,0.035,-71.400002,1,-0.937111816,1,2.378571429
JVQU,3,-1.799,0.314,-5.7292995,1,0.820346599,1,3.165873016
JYUR,3,-3.425,1.968,-1.7403455,1,-1.84590397,1,2.164285714
KHSV,3,-3.825,0.171,-22.368422,1,-1.984233213,1,-0.535714286
KJCY,3,-4.241,2.197,-1.9303596,1,-0.425850066,1,0.557142857
KJMR,3,-3.588,0.111,-32.324326,1,1.719284137,1,-1.128571429
KJNQ,3,0.058,2.973,0.019508913,1,-1.236757662,1,0.321428571
KSUJ,3,-2.817,0.388,-7.2603092,1,-0.775795213,1,2.064285714
KWUT,3,-3.438,1.997,-1.7215824,1,-0.277666207,1,2.242857143
KZPU,3,-2.896,0.845,-3.4272189,1,0.310723913,0,1.335714286
LBOM,3,-3.31,1.943,-1.7035512,1,0.033473319,0,1.6
LHIK,3,-3.541,1.94,-1.8252578,1,-0.775795213,0,1.528571429
LKWD,3,-3.3,2.042,-1.6160626,1,1.569461214,1,1.692857143
LQUT,3,-3.324,1.9,-1.7494737,1,0.970169522,1,-1.162698413
LTMC,3,-3.323,0.938,-3.542644,1,-1.075441059,1,2.25
LXOK,3,-1.308,0.113,-11.575221,1,-0.725495912,0.5,0.557142857
LYOD,3,-3.803,0.336,-11.318453,1,2.018929983,1,-0.742857143
LZHZ,3,-3.75,0.308,-12.175324,1,-1.674732751,1,-0.307142857
LZWO,3,-2.594,0.498,-5.2088351,1,1.108498765,1,1.744444444
MFWS,3,-3.198,2.038,-1.5691855,1,1.269815368,1,2.75
MLNS,3,-2.22,1.58,-1.4050633,1,-0.575672989,0,-1.142857143
MOUZ,3,-2.002,0.369,-5.4254742,1,1.719284137,0,1.564285714
MRYE,3,-3.279,1.948,-1.6832649,1,1.719284137,1,1.421428571
MSBZ,3,-3.649,0.318,-11.474843,1,1.119992445,0.25,0.394444444
NCBZ,3,-2.084,0.83,-2.5108433,1,1.569461214,1,0.178571429
NCPN,3,-3.436,0.37,-9.2864866,1,-2.1356952,1,2.514285714
NDCU,3,-3.732,0.361,-10.33795,1,-1.824555674,1,-0.134920635
NEJA,3,-3.782,1.991,-1.8995479,1,-1.474610527,1,-0.8
NHZL,3,-3.792,0.151,-25.112583,1,-0.775795213,1,-1.957142857
NOLD,3,-3.288,1.944,-1.691358,1,1.419638291,1,0.778571429
NPJH,3,4.85,1.536,3.157552,1,-0.937111816,0.75,-0.614285714
NRJN,3,-3.438,1.997,-1.7215824,1,0.471448408,0,1.981746032
NSPO,3,-2.307,1.596,-1.4454887,1,-1.524909828,1,-1.634920635
NUYK,3,-3.702,0.002426,-1525.9686,1,-0.937111816,1,0.472222222
OATA,3,-3.433,1.994,-1.721665,1,-1.995726893,1,-2.285714286
OCTX,3,-3.488,2.198,-1.5868971,1,-0.62597229,0,-0.860714286
ORMQ,3,-3.425,1.366,-2.5073206,1,-1.375086905,1,-0.328571429
OSIC,3,-3.763,0.344,-10.938953,1,0.598876079,1,0.542857143
OWMB,3,-1.741,4.671,-0.37272534,1,0.610369759,0,0.978571429
OYIG,3,-3.802,0.301,-12.631229,1,2.018929983,1,1.8
PDMO,3,-3.489,2.078,-1.6790183,1,-0.775795213,1,0.742857143
PEJY,3,-3.438,1.997,-1.7215824,1,1.707790457,1,2.685714286
PHXZ,3,3.774,0.128,29.484375,1,0.183296242,0.75,2.764285714
PKYR,3,-3.76,0.135,-27.851852,1,2.018929983,1,-0.112698413
PRJG,3,-1.418,0.782,-1.8132992,1,-0.775795213,1,-0.364285714
PUBS,3,-3.185,1.325,-2.4037735,1,-1.524909828,1,0.621428571
PVCC,3,-2.058,0.272,-7.5661764,1,-0.425850066,0,2.317460317
QBYX,3,-3.753,0.347,-10.815562,1,0.183296242,1,0.578571429
QDZZ,3,-3.172,0.00114486,-2770.6445,1,1.569461214,0,1.615079365
QFYA,3,-3.435,7.717,-0.44512117,1,1.569461214,0,2.164285714
QKTL,3,-3.193,1.954,-1.634084,1,0.910015605,1,0.796428571
QLBB,3,-3.82,2.083,-1.8338934,1,2.018929983,1,1.014285714
QLGC,3,-3.438,1.997,-1.7215824,1,-1.824555674,0,-1.692857143
QLQL,3,4.248,8.533,0.49783194,1,-2.295372739,0.25,1.593650794
QLWV,3,3.438,1.997,1.7215824,1,-0.725495912,1,0.425
QTPF,3,-3.425,7.62,-0.44947508,1,-1.225263982,0,0.507142857
QWAS,3,-3.763,0.1,-37.630001,1,2.018929983,0,3.714285714
QXPZ,3,-3.425,7.87,-0.43519694,1,-0.326326444,1,-2
RDFJ,3,-3.427,1.968,-1.7413617,1,1.569461214,1,1.485714286
RLPD,3,-25.094,0.116,-216.32759,1,-1.84590397,0.25,-4.907142857
RQFZ,3,-1.605,0.135,-11.888889,1,0.333119165,0,1.75
SDJW,3,-3.438,1.997,-1.7215824,1,-1.83441029,1,1.878571429
SDKG,3,1.761,0.264,6.6704545,1,1.86910706,0.25,1.1
SEPC,3,-2.538,2.087,-1.2160996,1,-2.134056136,0.75,-2.178571429
SYUY,3,-3.296,2.05,-1.6078049,1,-0.787288893,1,1.7
TBGV,3,-2.972,1.373,-2.164603,1,1.719284137,0,1.185714286
TJQM,3,-3.758,0.04,-93.949997,1,-1.824555674,0.25,1.564285714
TKJI,3,-2.883,2.261,-1.2750995,1,-1.84590397,1,-2.761111111
TOPR,3,-20.29,1.043,-19.453499,1,0.011078067,0,1.414285714
TURQ,3,-3.732,0.361,-10.33795,1,-1.524909828,1,1.4
TWZE,3,-3.867,0.042,-92.071426,1,2.018929983,0,-0.985714286
TXCM,3,-3.431,1.937,-1.7712958,1,-1.174964681,0.75,0.203174603
TXFR,3,-1.321,0.05,-26.42,1,1.707790457,1,1.742857143
TXXS,3,-3.13,0.548,-5.711679,1,0.782587934,0,1.171428571
UFAO,3,-3.324,1.9,-1.7494737,1,-1.075441059,1,-0.384126984
UISV,3,-1.299,0.014,-92.785713,1,-2.733347828,1,0.15
UQYD,3,-3.324,0.093,-35.741936,1,1.408144611,0.75,3.757142857
UTKY,3,-2.862,1.575,-1.8171428,1,-1.075441059,0.75,1.971428571
UXOU,3,-117.474,378.821,-0.31010425,1,1.719284137,0,4.121428571
VBXC,3,-1.307,0.132,-9.901515,1,-0.41599545,1,1.4
VFDC,3,-1.307,0.057,-22.929825,1,-0.725495912,0,1.607142857
VHSY,3,-3.324,1.9,-1.7494737,1,-1.236757662,0,-0.761111111
VUVW,3,-3.864,0.36,-10.733334,1,0.632765011,1,3.242857143
WGMQ,3,-1.315,0.114,-11.535088,1,1.719284137,0,1.435714286
WYBV,3,-3.036,0.281,-10.804271,1,2.018929983,0.75,3.638888889
XFUD,3,-3.406,2.013,-1.6920019,1,-2.744841508,0,-0.063492063
XJQN,3,-3.819,0.104,-36.721153,1,1.86910706,1,1.85
XMDF,3,1.51E-08,4.73E-09,3.192389,1,-0.127843284,1,-0.707142857
XPUJ,3,-3.433,1.994,-1.721665,1,-1.83441029,1,-0.728571429
XVDF,3,-3.458,1.969,-1.7562214,1,-0.787288893,1,0.464285714
XYAZ,3,-3.776,0.284,-13.295774,1,1.719284137,1,2.25
YDEI,3,-1.295,0.014,-92.5,1,0.798998303,1,2.561507937
YHDE,3,-3.304,2.033,-1.6251844,1,2.018929983,0,0.342857143
YRWI,3,-3.996,0.045,-88.800003,1,-0.886812515,0,0.685714286
YTDU,3,-3.438,1.997,-1.7215824,1,-1.375086905,1,0.871428571
YTEZ,3,-2.865,0.872,-3.2855504,1,-1.225263982,1,2.45
ZAAZ,3,-2.856,1.719,-1.6614311,1,1.569461214,1,0.714285714
ZATN,3,-3.225,1.916,-1.6831942,1,-0.609561921,1,2.078571429
ZGYM,3,-3.695,0.002556,-1445.6182,1,-1.536403508,0.75,0.878571429
ZKFY,3,-3.377,0.975,-3.4635897,1,1.569461214,1,1.471428571
ZOHR,3,-3.074,0.729,-4.2167354,1,1.119992445,1,2.023015873
ZYIE,3,-3.844,0.195,-19.71282,1,2.018929983,1,0.428571429
AFES,4,6.784,4.629,1.4655433,1,1.569461214,0,1.007142857
AJRC,4,5.341,14.241,0.3750439,1,-0.63746597,1,0.164285714
AMHC,4,34.888,27.114,1.2867154,1,-2.134056136,0.75,-0.45
ANXH,4,0.649,0.201,3.2288556,1,2.018929983,1,-0.578571429
AOTG,4,-2.752,0.861,-3.1962833,1,-0.266172527,0,2.078571429
ASHN,4,-3.09,0.971,-3.1822863,1,1.419638291,0,-0.407142857
AXUO,4,245.905,237.606,1.0349276,1,2.018929983,1,1.821428571
BBDS,4,-5.705,2.653,-2.1503959,1,-2.134056136,0.75,-2.464285714
BCCY,4,2.816,4.098,0.68716449,1,0.471448408,1,0.538888889
BCLX,4,0.032,0.026,1.2307693,1,0.183296242,0.25,1.471428571
BERH,4,-8.561,1.71,-5.0064325,1,0.610369759,0,-0.292857143
BJMG,4,20.596,85.831,0.23995993,1,0.960314906,0.25,-1.126984127
BMGE,4,0.337,7.397,0.045559011,1,-1.375086905,0,-1.185714286
BMVK,4,2.128,1.935,1.0997416,1,-2.433701982,0.75,1.378571429
BUKS,4,7.545,15.912,0.47417045,1,-1.684587367,0.75,-1.357142857
BYCV,4,-44.567,43.859,-1.0161426,1,-0.875318835,1,-2.475396825
CBIP,4,0.884,3.923,0.22533776,1,0.16090099,1,0.542857143
CBYS,4,-0.267,1.902,-0.14037855,1,-0.476149367,0.75,-0.913492063
CCPO,4,-9.346,2.912,-3.2094781,1,-0.298422395,1,1.160714286
CGHP,4,-2.046,1.236,-1.6553398,1,2.018929983,1,1.817857143
CIIE,4,0.023,0.0072,3.1944444,1,-0.565818373,1,-1.8
CKPF,4,30.49,19.996,1.5248049,1,0.958675842,1,-0.092857143
CMMG,4,-5.419,0.527,-10.282732,1,-0.63746597,0,-3.207142857
CNYO,4,-0.098,0.016,-6.125,1,-0.62597229,0,-0.621428571
COQM,4,-3.347,1.148,-2.9155052,1,-1.075441059,1,2.75
CUSM,4,11.337,12.183,0.93055898,1,-1.235118598,0.75,1.3
CVZM,4,-0.558,4.981,-0.1120257,1,-1.684587367,1,-0.692857143
CXHI,4,-0.346,6.562,-0.052727826,1,1.419638291,1,-1.717857143
DBVU,4,2.249,0.345,6.5188408,1,1.408144611,1,0.214285714
DCJM,4,-1.376,20.083,-0.068515658,1,1.269815368,1,0.171428571
DEXO,4,-5.93,1.55,-3.8258064,1,-1.225263982,0,-0.971428571
DQAG,4,-5.508,2.015,-2.7334988,1,-2.433701982,1,0.485714286
DVAE,4,-0.246,4.854,-0.050679851,1,1.569461214,0.25,-2.014285714
EJWM,4,2.923,2.173,1.345145,1,0.670523676,1,2.078571429
EONY,4,-5.372,3.272,-1.6418093,1,0.610369759,1,1.192857143
EVGS,4,-2.098,3.171,-0.66162091,1,0.199706611,1,-0.203571429
EZBJ,4,-12.531,7.409,-1.6913214,1,0.632765011,0,-0.671428571
EZRL,4,21.219,13.953,1.5207483,1,-2.295372739,1,0.978571429
FFHG,4,-1.743,4.427,-0.39372036,1,2.018929983,1,-0.692857143
FFKM,4,-2.563,4.809,-0.53295904,1,0.033473319,0.75,-0.492857143
FHEW,4,-43.405,0.47,-92.351067,1,2.018929983,0,-0.878571429
FNTW,4,-0.345,9.631,-0.035821825,1,2.018929983,1,-2.735714286
FRXI,4,1.255,3.14,0.39968154,1,-0.326326444,1,-1.01984127
FTRF,4,18.707,2.484,7.5309982,1,1.108498765,0,1.028571429
GIPP,4,5.076,6.01,0.84459233,1,-0.62597229,1,0.317460317
GRFN,4,3.785,4.164,0.90898174,1,1.707790457,1,2.457142857
GTPQ,4,2.116,2.233,0.94760412,1,1.569461214,0,1.55
GXEN,4,20.091,17.941,1.1198373,1,-0.775795213,1,-0.921428571
GZFF,4,10.275,14.749,0.69665742,1,1.569461214,1,-0.65
HEGK,4,-1.193,5.174,-0.23057596,1,-0.62597229,0.75,-0.035714286
HEVE,4,0.569,8.821,0.06450516,1,-1.84590397,0,0.971428571
HKIO,4,0.304,7.016,0.043329533,1,0.183296242,0,0.642857143
HMEP,4,2.121,9.364,0.22650577,1,-1.375086905,1,-0.75
HVXK,4,117.898,107.333,1.0984319,1,1.569461214,1,0.514285714
IIVX,4,0.16,3.923,0.040785115,1,-0.288567779,1,0.514285714
IMLY,4,0.516,6.51,0.079262674,1,1.269815368,0,1.296428571
IWSS,4,1.555,9.887,0.15727723,1,-0.925618136,0,-2.242857143
JAAQ,4,-71.21,370.8,-0.19204423,1,-0.925618136,1,-4.828571429
JARZ,4,-2897.169,2703.421,-1.0716677,1,-0.775795213,0,-0.749206349
JFYE,4,34.724,23.376,1.4854552,1,0.299230233,0.25,-1.828571429
JGAO,4,0.007,3.353,0.002087683,1,1.719284137,1,1.617857143
JGKG,4,-6.685,0.995,-6.7185931,1,-0.937111816,1,0.471428571
JPCI,4,-0.602,10.142,-0.059357129,1,-0.937111816,1,0.878571429
JVQU,4,6.27,2.434,2.5760067,1,0.820346599,1,-4.834126984
JYUR,4,0.677,3.349,0.2021499,1,-1.84590397,0.75,-2.335714286
KHSV,4,-3.707,0.394,-9.4086294,1,-1.984233213,1,-1.535714286
KJCY,4,-33.366,34.548,-0.96578676,1,-0.425850066,0.5,0.557142857
KJMR,4,4.958,4.918,1.0081334,1,1.719284137,1,-2.128571429
KJNQ,4,3.507,16.84,0.20825416,1,-1.236757662,1,-1.678571429
KSUJ,4,0.694,0.711,0.97609001,1,-0.775795213,1,2.064285714
KWUT,4,14.535,17.056,0.85219276,1,-0.277666207,0.75,3.242857143
KZPU,4,31.531,14.008,2.2509279,1,0.310723913,0,0.335714286
LBOM,4,-0.152,2.915,-0.052144084,1,0.033473319,0,-0.9
LHIK,4,1.941,8.396,0.23118152,1,-0.775795213,1,-3.471428571
LKWD,4,-1.451,3.971,-0.36539915,1,1.569461214,1,1.692857143
LQUT,4,22.339,20.863,1.0707473,1,0.970169522,0.75,-1.162698413
LTMC,4,12.862,15.522,0.82863033,1,-1.075441059,0,-0.25
LXOK,4,-0.0012,0.00033,-3.6363637,1,-0.725495912,1,0.057142857
LYOD,4,13.576,6.858,1.9795859,1,2.018929983,1,-2.242857143
LZHZ,4,-0.381,1.4,-0.27214286,1,-1.674732751,1,-1.807142857
LZWO,4,-3.35,1.345,-2.4907062,1,1.108498765,1,-1.755555556
MFWS,4,-0.286,4.605,-0.062106404,1,1.269815368,1,1.25
MLNS,4,9.459,6.923,1.3663151,1,-0.575672989,0,-0.642857143
MOUZ,4,4.766,2.843,1.6763982,1,1.719284137,0,0.564285714
MRYE,4,5.925,6.199,0.95579934,1,1.719284137,1,1.421428571
MSBZ,4,-3.777,3.168,-1.1922349,1,1.119992445,0.25,-0.605555556
NCBZ,4,1.845,0.747,2.4698796,1,1.569461214,0,-0.321428571
NCPN,4,-4.887,1.615,-3.0260062,1,-2.1356952,0.75,2.514285714
NDCU,4,-3.694,14.523,-0.25435516,1,-1.824555674,0,-0.134920635
NEJA,4,-1.125,110.635,-0.010168572,1,-1.474610527,1,-1.3
NHZL,4,0.186,1.768,0.10520362,1,-0.775795213,1,-1.957142857
NOLD,4,199.921,183.619,1.0887817,1,1.419638291,0,0.278571429
NPJH,4,-5.445,1.264,-4.3077531,1,-0.937111816,0.75,-2.614285714
NRJN,4,3.597,7.463,0.48197776,1,0.471448408,0,1.981746032
NSPO,4,2.12,1.229,1.7249796,1,-1.524909828,1,-2.634920635
NUYK,4,0.093,0.002739,33.953999,1,-0.937111816,1,0.472222222
OATA,4,52.904,261.273,0.20248552,1,-1.995726893,1,-2.285714286
OCTX,4,2.268,11.504,0.19714881,1,-0.62597229,0,-1.860714286
ORMQ,4,2.026,6.746,0.30032611,1,-1.375086905,1,-3.828571429
OSIC,4,0.126,0.652,0.19325154,1,0.598876079,1,-0.457142857
OWMB,4,870.235,1243.121,0.70004046,1,0.610369759,0,1.478571429
OYIG,4,0.359,0.818,0.43887532,1,2.018929983,1,-1.7
PDMO,4,3.655,4.918,0.74318826,1,-0.775795213,0.75,0.242857143
PEJY,4,0.029,5.44,0.005330883,1,1.707790457,1,-0.814285714
PHXZ,4,0.749,0.587,1.2759795,1,0.183296242,1,2.764285714
PKYR,4,-1.954,0.268,-7.2910447,1,2.018929983,1,-2.112698413
PRJG,4,10.483,14.591,0.71845657,1,-0.775795213,1,-1.364285714
PUBS,4,27.383,18.298,1.4965024,1,-1.524909828,0,-0.378571429
PVCC,4,-6275383,6274203,-1.0001881,1,-0.425850066,0,1.817460317
QBYX,4,0.00291225,0.00099653,2.9223907,1,0.183296242,1,1.078571429
QDZZ,4,1.06,0.00020705,5119.5361,1,1.569461214,0,0.115079365
QFYA,4,3.855,29.881,0.12901175,1,1.569461214,0,-0.335714286
QKTL,4,-40.573,31.744,-1.2781312,1,0.910015605,1,-0.703571429
QLBB,4,-0.67,21.192,-0.031615704,1,2.018929983,0.25,0.014285714
QLGC,4,22.361,29.19,0.76605004,1,-1.824555674,0,-2.192857143
QLQL,4,1.291,9.917,0.13018049,1,-2.295372739,0.5,-0.906349206
QLWV,4,7.472,18.305,0.40819448,1,-0.725495912,0.75,-1.075
QTPF,4,3.315,25.037,0.13240404,1,-1.225263982,0,0.507142857
QWAS,4,0.438,0.958,0.45720249,1,2.018929983,0,2.214285714
QXPZ,4,-235,449.3,-0.52303582,1,-0.326326444,1,-3
RDFJ,4,-3.492,1.401,-2.4925053,1,1.569461214,1,-0.514285714
RLPD,4,-226.798,0.266,-852.62408,1,-1.84590397,0.25,-5.407142857
RQFZ,4,3.644,2.993,1.2175075,1,0.333119165,0,1.75
SDJW,4,-3.971,9.757,-0.40698984,1,-1.83441029,1,-2.621428571
SDKG,4,0.047,0.182,0.25824177,1,1.86910706,0.25,1.1
SEPC,4,-0.525,1.688,-0.31101894,1,-2.134056136,0.75,-2.178571429
SYUY,4,-3.299,4.381,-0.7530244,1,-0.787288893,1,-2.3
TBGV,4,2.947,3.441,0.85643709,1,1.719284137,0,-3.314285714
TJQM,4,-7.641,0.143,-53.433567,1,-1.824555674,0.25,-0.935714286
TKJI,4,-56.528,7.126,-7.932641,1,-1.84590397,1,-2.261111111
TOPR,4,302.4,109.5,2.7616439,1,0.011078067,0,0.914285714
TURQ,4,-4.291,2.149,-1.9967427,1,-1.524909828,1,0.9
TWZE,4,5.993,0.698,8.5859594,1,2.018929983,0,-0.985714286
TXCM,4,2.068,13.76,0.1502907,1,-1.174964681,0.5,-1.796825397
TXFR,4,-0.985,0.888,-1.1092342,1,1.707790457,1,1.742857143
TXXS,4,0.574,0.544,1.0551471,1,0.782587934,0,-0.328571429
UFAO,4,4.353,12.367,0.35198513,1,-1.075441059,0.75,-1.384126984
UISV,4,-0.082,0.082,-1,1,-2.733347828,1,-0.35
UQYD,4,-0.428,0.074,-5.7837839,1,1.408144611,0.75,1.257142857
UTKY,4,-0.434,1.955,-0.22199489,1,-1.075441059,1,1.471428571
UXOU,4,-9.741,13.948,-0.6983797,1,1.719284137,0,-0.378571429
VBXC,4,-6.648,6.178,-1.0760764,1,-0.41599545,0.75,-0.1
VFDC,4,0.052,0.036,1.4444444,1,-0.725495912,0,1.607142857
VHSY,4,-481.6,365.4,-1.3180077,1,-1.236757662,1,-2.261111111
VUVW,4,-0.132,0.606,-0.21782178,1,0.632765011,1,3.242857143
WGMQ,4,-0.00103,0.00031,-3.3225806,1,1.719284137,0,-1.564285714
WYBV,4,-0.067,0.885,-0.075706214,1,2.018929983,0.5,3.138888889
XFUD,4,2.343,19.531,0.11996313,1,-2.744841508,0,-3.563492063
XJQN,4,1.087,0.442,2.459276,1,1.86910706,0.75,-0.15
XMDF,4,1.16E-08,2.09E-09,5.5502391,1,-0.127843284,1,-2.207142857
XPUJ,4,18.568,18.534,1.0018345,1,-1.83441029,0.75,-0.728571429
XVDF,4,-1.444,10.359,-0.1393957,1,-0.787288893,1,0.464285714
XYAZ,4,-3.498,1.199,-2.9174311,1,1.719284137,1,2.25
YDEI,4,-0.034,0.005376,-6.3244047,1,0.798998303,1,2.561507937
YHDE,4,15.59,16.335,0.95439243,1,2.018929983,0,0.842857143
YRWI,4,-0.002818,0.149,-0.018912751,1,-0.886812515,0,1.185714286
YTDU,4,27.174,28.777,0.94429576,1,-1.375086905,0,-0.128571429
YTEZ,4,2.759,2.65,1.0411321,1,-1.225263982,1,1.95
ZAAZ,4,1.586,4.09,0.38777506,1,1.569461214,1,3.214285714
ZATN,4,39.633,35.659,1.1114445,1,-0.609561921,1,0.078571429
ZGYM,4,-5.563,0.042,-132.45238,1,-1.536403508,1,-0.121428571
ZKFY,4,-1.21,10.468,-0.11559037,1,1.569461214,1,-3.528571429
ZOHR,4,6.83,28.95,0.23592401,1,1.119992445,1,-1.976984127
ZYIE,4,-3.855,0.833,-4.627851,1,2.018929983,1,-0.071428571
AFES,5,-0.591,1.745,-0.33868194,1,1.569461214,0,2.007142857
AJRC,5,-0.803,2.752,-0.2917878,1,-0.63746597,1,-0.335714286
AMHC,5,0.983,0.785,1.2522293,1,-2.134056136,0.75,0.05
ANXH,5,-2.358,0.112,-21.053572,1,2.018929983,0.25,1.421428571
AOTG,5,0.575,0.017,33.823528,1,-0.266172527,0,1.578571429
ASHN,5,0.199,0.263,0.75665396,1,1.419638291,0,-0.407142857
AXUO,5,-1.51,2.667,-0.56617922,1,2.018929983,1,1.821428571
BBDS,5,0.422,0.652,0.64723927,1,-2.134056136,1,-1.964285714
BCCY,5,-0.532,2.813,-0.18912193,1,0.471448408,1,1.038888889
BCLX,5,3.281E-08,1.441E-08,2.276891,1,0.183296242,0.25,0.971428571
BERH,5,0.097,0.219,0.44292238,1,0.610369759,0,0.707142857
BJMG,5,-1.51,2.667,-0.56617922,1,0.960314906,0.5,0.873015873
BMGE,5,-8.822,1.397,-6.3149605,1,-1.375086905,0.75,-2.685714286
BMVK,5,0.081,1.316,0.061550152,1,-2.433701982,1,2.378571429
BUKS,5,-1.425,2.473,-0.57622319,1,-1.684587367,0.75,-1.857142857
BYCV,5,-0.532,2.813,-0.18912193,1,-0.875318835,1,1.024603175
CBIP,5,0.559,0.196,2.8520408,1,0.16090099,1,-1.957142857
CBYS,5,1.593,0.981,1.6238532,1,-0.476149367,1,1.086507937
CCPO,5,0.145,0.137,1.0583942,1,-0.298422395,1,1.160714286
CGHP,5,-0.592,0.621,-0.95330113,1,2.018929983,1,2.567857143
CIIE,5,-0.00068,0.000181,-3.756906,1,-0.565818373,1,-2.3
CKPF,5,0.174,1.814,0.095920615,1,0.958675842,0.75,0.907142857
CMMG,5,0.161,0.061,2.6393442,1,-0.63746597,0,-2.207142857
CNYO,5,0.042,0.014,3,1,-0.62597229,0,0.878571429
COQM,5,0.854,0.101,8.4554453,1,-1.075441059,1,2.25
CUSM,5,-1.51,2.667,-0.56617922,1,-1.235118598,1,-0.7
CVZM,5,-0.553,2.623,-0.21082729,1,-1.684587367,1,-1.692857143
CXHI,5,0.047,0.062,0.75806451,1,1.419638291,1,0.282142857
DBVU,5,-0.149,0.104,-1.4326923,1,1.408144611,1,2.214285714
DCJM,5,-0.621,4.033,-0.15397967,1,1.269815368,1,1.171428571
DEXO,5,0.173,0.261,0.66283524,1,-1.225263982,1,0.528571429
DQAG,5,0.823,0.229,3.5938864,1,-2.433701982,1,0.485714286
DVAE,5,-2.816,4.649,-0.60572165,1,1.569461214,0.25,-2.514285714
EJWM,5,1.311,0.787,1.6658195,1,0.670523676,1,2.578571429
EONY,5,0.056,0.676,0.082840234,1,0.610369759,1,1.692857143
EVGS,5,0.099,0.621,0.1594203,1,0.199706611,1,0.796428571
EZBJ,5,3.614,3.439,1.0508869,1,0.632765011,0,-0.171428571
EZRL,5,0.059,0.486,0.12139918,1,-2.295372739,1,0.978571429
FFHG,5,0.345,1.779,0.19392918,1,2.018929983,1,3.807142857
FFKM,5,0.816,0.52,1.5692308,1,0.033473319,1,1.507142857
FHEW,5,1.524,0.017,89.647057,1,2.018929983,0.25,-0.878571429
FNTW,5,-0.326,2.1,-0.15523809,1,2.018929983,1,-3.235714286
FRXI,5,-1.456,2.451,-0.59404325,1,-0.326326444,1,2.48015873
FTRF,5,-1.257,0.272,-4.6213236,1,1.108498765,0,2.528571429
GIPP,5,0.952,0.745,1.2778523,1,-0.62597229,1,0.317460317
