research_team_id,rt_hypothesis,estimate,standard_error,t_value,stage,first_principle_component_team_quality,reproducibility_score,average_rating_by_peers_after_removing_peer_fixed_effect
TXXS,5,0.173,0.187,0.92513371,1,0.782587934,0,0.671428571
UFAO,5,-0.56,2.627,-0.21317092,1,-1.075441059,1,-0.384126984
UISV,5,-0.189,0.033,-5.7272725,1,-2.733347828,1,0.15
UQYD,5,0.056,0.088,0.63636363,1,1.408144611,0.75,2.757142857
UTKY,5,0.054,1.182,0.04568528,1,-1.075441059,1,1.971428571
UXOU,5,-452.923,463.736,-0.97668284,1,1.719284137,0,0.121428571
VBXC,5,-0.08,1.174,-0.0681431,1,-0.41599545,0.5,1.4
VFDC,5,0.212,0.188,1.1276596,1,-0.725495912,0,1.107142857
VHSY,5,-0.56,2.477,-0.22607994,1,-1.236757662,0,1.238888889
VUVW,5,0.208,0.217,0.95852536,1,0.632765011,1,3.242857143
WGMQ,5,0.14,0.112,1.25,1,1.719284137,0,1.435714286
WYBV,5,0.882,0.251,3.5139441,1,2.018929983,0.75,3.138888889
XFUD,5,-2.443,2.133,-1.1453352,1,-2.744841508,0,-2.063492063
XJQN,5,0.798,0.044,18.136364,1,1.86910706,1,1.85
XMDF,5,-0.019,0.00167,-11.377246,1,-0.127843284,1,-0.207142857
XPUJ,5,0.026,1.802,0.014428413,1,-1.83441029,0,-1.228571429
XVDF,5,0.028,1.28,0.021875,1,-0.787288893,1,-1.035714286
XYAZ,5,-0.109,0.317,-0.34384859,1,1.719284137,1,2.25
YDEI,5,-0.191,0.031,-6.1612902,1,0.798998303,1,2.561507937
YHDE,5,0.082,1.225,0.066938773,1,2.018929983,0,0.342857143
YRWI,5,0.288,0.01,28.799999,1,-0.886812515,0,0.685714286
YTDU,5,-0.532,2.813,-0.18912193,1,-1.375086905,1,1.371428571
YTEZ,5,-0.479,1.066,-0.44934335,1,-1.225263982,1,1.45
ZAAZ,5,-0.261,1.92,-0.1359375,1,1.569461214,1,3.214285714
ZATN,5,-0.257,1.118,-0.22987477,1,-0.609561921,1,-0.421428571
ZGYM,5,0.215,0.003143,68.405983,1,-1.536403508,1,0.378571429
ZKFY,5,-0.62,0.907,-0.68357223,1,1.569461214,1,-0.028571429
ZOHR,5,0.406,0.618,0.65695792,1,1.119992445,1,2.023015873
ZYIE,5,-2.336,0.484,-4.8264461,1,2.018929983,1,-0.571428571
AFES,6,26.145,31.167,0.83886802,1,1.569461214,0,1.507142857
AJRC,6,0.954,4.497,0.21214142,1,-0.63746597,1,0.164285714
AMHC,6,-755.163,716.905,-1.0533655,1,-2.134056136,0.75,-0.95
ANXH,6,-0.07,0.028,-2.5,1,2.018929983,0.25,-0.578571429
AOTG,6,-414.43,1149.271,-0.3606025,1,-0.266172527,0,2.578571429
ASHN,6,29.879,24.577,1.2157302,1,1.419638291,0,-0.907142857
AXUO,6,39.036,50.147,0.77843142,1,2.018929983,1,1.821428571
BBDS,6,-141.311,46.263,-3.0545144,1,-2.134056136,0.75,-3.464285714
BCCY,6,-53.847,44.332,-1.2146305,1,0.471448408,1,0.038888889
BCLX,6,-0.001194,0.000254,-4.7007875,1,0.183296242,1,1.971428571
BERH,6,1.742,3.487,0.49956983,1,0.610369759,0,1.707142857
BJMG,6,-15.35,58.125,-0.26408601,1,0.960314906,0,-0.626984127
BMGE,6,59.802,76.388,0.78287166,1,-1.375086905,0,-2.185714286
BMVK,6,0.624,0.455,1.3714286,1,-2.433701982,1,-1.621428571
BUKS,6,-97,59.963,-1.6176642,1,-1.684587367,1,-3.357142857
BYCV,6,5.775,9.473,0.60962737,1,-0.875318835,1,-2.975396825
CBIP,6,-0.00203,0.00156,-1.301282,1,0.16090099,1,-1.957142857
CBYS,6,-4.536,54.698,-0.082928076,1,-0.476149367,0.5,-0.413492063
CCPO,6,-2.332,3.07,-0.7596091,1,-0.298422395,1,1.910714286
CGHP,6,3.177,1.053,3.0170941,1,2.018929983,1,2.567857143
CIIE,6,0.00016,0.0000332,4.8192773,1,-0.565818373,1,-2.3
CKPF,6,-137.965,99.626,-1.3848293,1,0.958675842,1,-1.092857143
CMMG,6,-1.418,3.684,-0.38490772,1,-0.63746597,0,-1.207142857
CNYO,6,-0.179,0.039,-4.5897436,1,-0.62597229,0,-3.121428571
COQM,6,-0.0001296,0.00005272,-2.4582701,1,-1.075441059,1,-3.75
CUSM,6,113.864,120.778,0.94275445,1,-1.235118598,0,0.3
CVZM,6,146.888,224.487,0.65432739,1,-1.684587367,0.75,-1.192857143
CXHI,6,283.671,412.637,0.68745893,1,1.419638291,1,-2.717857143
DBVU,6,-0.015,0.024,-0.625,1,1.408144611,1,-0.785714286
DCJM,6,6.896,51.6,0.1336434,1,1.269815368,0,0.671428571
DEXO,6,-3.932,3.991,-0.98521674,1,-1.225263982,0,0.528571429
DQAG,6,-1.614,1.875,-0.86080003,1,-2.433701982,1,1.485714286
DVAE,6,909.331,996.77,0.91227764,1,1.569461214,0.5,-3.014285714
EJWM,6,-2.429,2.593,-0.9367528,1,0.670523676,1,1.578571429
EONY,6,292.581,529.858,0.55218756,1,0.610369759,1,0.192857143
EVGS,6,0.057,0.111,0.51351351,1,0.199706611,1,-0.203571429
EZBJ,6,-0.511,7.054,-0.072441168,1,0.632765011,0,-2.171428571
EZRL,6,-10.685,14.802,-0.7218619,1,-2.295372739,0.75,0.478571429
FFHG,6,0.832,8.593,0.096822992,1,2.018929983,1,-1.692857143
FFKM,6,492.373,539.537,0.9125843,1,0.033473319,0.75,1.007142857
FHEW,6,43.858,0.436,100.59174,1,2.018929983,0.5,-0.878571429
FNTW,6,-112.037,79.04,-1.4174721,1,2.018929983,0.75,-4.235714286
FRXI,6,0.048,0.458,0.1048035,1,-0.326326444,1,-3.01984127
FTRF,6,1.379,1.888,0.73040253,1,1.108498765,0,2.528571429
GIPP,6,3.77,25.703,0.14667548,1,-0.62597229,0.75,-0.682539683
GRFN,6,-2.256,5.416,-0.41654357,1,1.707790457,1,2.957142857
GTPQ,6,4.767,10.269,0.46421269,1,1.569461214,0,0.05
GXEN,6,-266.058,176.597,-1.5065827,1,-0.775795213,1,-2.421428571
GZFF,6,2.481,9.901,0.25058076,1,1.569461214,1,0.85
HEGK,6,0.18,0.326,0.55214721,1,-0.62597229,1,-1.035714286
HEVE,6,23.031,61.654,0.37355241,1,-1.84590397,0,-0.528571429
HKIO,6,1119.02,1179.02,0.94911027,1,0.183296242,0,-1.857142857
HMEP,6,298.889,243.573,1.2271024,1,-1.375086905,0.25,-0.25
HVXK,6,-49.077,63.568,-0.77203941,1,1.569461214,1,1.014285714
IIVX,6,-7.46,6.487,-1.1499923,1,-0.288567779,1,0.514285714
IMLY,6,63.108,41.707,1.5131273,1,1.269815368,0,1.796428571
IWSS,6,1.134,10.227,0.11088296,1,-0.925618136,0,-4.242857143
JAAQ,6,-14.26,236.1,-0.060398135,1,-0.925618136,0.75,-0.828571429
JARZ,6,102.995,151.879,0.67813849,1,-0.775795213,0,-1.249206349
JFYE,6,-8254.497,4836.227,-1.7068051,1,0.299230233,0.5,0.671428571
JGAO,6,-287.037,211.635,-1.3562832,1,1.719284137,1,1.117857143
JGKG,6,-0.025,0.741,-0.033738192,1,-0.937111816,1,0.971428571
JPCI,6,34.589,57.551,0.60101473,1,-0.937111816,1,3.378571429
JVQU,6,-31.327,7.156,-4.3777251,1,0.820346599,0.75,-1.834126984
JYUR,6,7.306,6.325,1.1550988,1,-1.84590397,1,-3.335714286
KHSV,6,-0.97,3.394,-0.28579846,1,-1.984233213,1,-0.535714286
KJCY,6,-45.122,40.667,-1.1095483,1,-0.425850066,0.75,1.057142857
KJMR,6,5.105,11.916,0.42841557,1,1.719284137,1,-1.128571429
KJNQ,6,3.688,3.187,1.1572012,1,-1.236757662,1,-2.178571429
KSUJ,6,3.985,3.445,1.1567489,1,-0.775795213,1,0.064285714
KWUT,6,-39.165,85.607,-0.45749763,1,-0.277666207,1,-0.257142857
KZPU,6,-37.787,200.33,-0.18862377,1,0.310723913,0,1.335714286
LBOM,6,-42.934,71.216,-0.60287017,1,0.033473319,0,0.6
LHIK,6,-286.812,233.932,-1.2260486,1,-0.775795213,0.75,-3.471428571
LKWD,6,4.583,8.79,0.52138793,1,1.569461214,1,1.692857143
LQUT,6,-30.676,125.566,-0.2443018,1,0.970169522,0.25,-0.162698413
LTMC,6,-0.00365,0.122,-0.029918034,1,-1.075441059,1,0.25
LXOK,6,13.602,11.203,1.2141391,1,-0.725495912,0.75,0.057142857
LYOD,6,2.257,3.423,0.65936315,1,2.018929983,1,-0.742857143
LZHZ,6,0.000299,0.000229,1.3056768,1,-1.674732751,0,-1.307142857
LZWO,6,-14.673,8.997,-1.630877,1,1.108498765,1,1.744444444
MFWS,6,9.455,8.87,1.0659527,1,1.269815368,1,-2.25
MLNS,6,48.782,32.547,1.4988171,1,-0.575672989,0,-0.642857143
MOUZ,6,-67.052,144.568,-0.46380943,1,1.719284137,0,1.064285714
MRYE,6,-0.029,0.249,-0.11646587,1,1.719284137,1,0.921428571
MSBZ,6,0.114,0.282,0.40425533,1,1.119992445,0.25,-0.605555556
NCBZ,6,0.005,0.015,0.33333334,1,1.569461214,0.5,-0.821428571
NCPN,6,0.45,13.198,0.034096073,1,-2.1356952,1,1.014285714
NDCU,6,-0.215,0.307,-0.70032573,1,-1.824555674,1,0.865079365
NEJA,6,-0.958,3.981,-0.24064305,1,-1.474610527,1,-1.3
NHZL,6,0.224,1.639,0.1366687,1,-0.775795213,1,-0.957142857
NOLD,6,104.776,199.321,0.52566463,1,1.419638291,0.75,0.278571429
NPJH,6,-0.242,0.351,-0.68945867,1,-0.937111816,1,-3.114285714
NRJN,6,-484.044,403.198,-1.2005119,1,0.471448408,0,0.481746032
NSPO,6,273.9,148.1,1.849426,1,-1.524909828,1,-3.634920635
NUYK,6,-0.034,0.000887,-38.331455,1,-0.937111816,1,0.472222222
OATA,6,1.347,4.363,0.30873251,1,-1.995726893,1,-3.785714286
OCTX,6,1.488,7.989,0.1862561,1,-0.62597229,0,1.139285714
ORMQ,6,-15.19,63.796,-0.2381027,1,-1.375086905,1,0.671428571
OSIC,6,3.406,4.51,0.75521064,1,0.598876079,1,0.542857143
OWMB,6,-3024.931,1837.154,-1.646531,1,0.610369759,0,-0.021428571
OYIG,6,0.097,2.193,0.044231646,1,2.018929983,1,-1.2
PDMO,6,-206.542,134.681,-1.5335644,1,-0.775795213,0.75,-0.757142857
PEJY,6,26.993,23.484,1.1494209,1,1.707790457,1,1.685714286
PHXZ,6,0.055,0.056,0.98214287,1,0.183296242,1,3.264285714
PKYR,6,2.072,0.421,4.9216151,1,2.018929983,1,-1.612698413
PRJG,6,-1056.28,668.993,-1.5789104,1,-0.775795213,0.75,0.135714286
PUBS,6,-252.656,105.33,-2.3987088,1,-1.524909828,1,-0.378571429
PVCC,6,-70.866,45.321,-1.563646,1,-0.425850066,0,-1.682539683
QBYX,6,0.0000762,0.00024599,0.30976868,1,0.183296242,1,0.578571429
QDZZ,6,486.487,776.887,0.62620044,1,1.569461214,0,1.115079365
QFYA,6,-40.231,236.019,-0.17045662,1,1.569461214,0,1.164285714
QKTL,6,-56.44,44.305,-1.2738968,1,0.910015605,1,1.296428571
QLBB,6,-0.73,42.092,-0.017342962,1,2.018929983,0.25,-0.485714286
QLGC,6,-103.149,95.506,-1.0800264,1,-1.824555674,0,-0.692857143
QLQL,6,174.72,185.26,0.94310701,1,-2.295372739,0.25,-1.906349206
QLWV,6,15.367,13.71,1.1208607,1,-0.725495912,0.75,-0.075
QTPF,6,-56.258,174.066,-0.32319924,1,-1.225263982,0,-0.492857143
QWAS,6,0.0000009,0.0000013,0.69230771,1,2.018929983,0,2.714285714
QXPZ,6,879.9,3851,0.22848611,1,-0.326326444,1,-3
RDFJ,6,-47.823,32.413,-1.4754266,1,1.569461214,1,-2.014285714
RLPD,6,-297.528,1.552,-191.70619,1,-1.84590397,0.25,-5.407142857
RQFZ,6,0.048,0.032,1.5,1,0.333119165,0,2.25
SDJW,6,1.024,9.377,0.10920337,1,-1.83441029,1,1.378571429
SDKG,6,0.006,0.022,0.27272728,1,1.86910706,0.25,1.1
SEPC,6,-25.68,39.424,-0.65137988,1,-2.134056136,0.5,-1.178571429
SYUY,6,0.047,7.039,0.006677085,1,-0.787288893,1,1.7
TBGV,6,-112.076,79.044,-1.4178939,1,1.719284137,0,-2.314285714
TJQM,6,-0.001243,0.000558,-2.2275987,1,-1.824555674,0.25,1.064285714
TKJI,6,-70.948,7.072,-10.03224,1,-1.84590397,1,0.238888889
TOPR,6,-360.7,174.1,-2.0717978,1,0.011078067,0,-0.085714286
TURQ,6,0.034,0.558,0.060931899,1,-1.524909828,0.75,1.9
TWZE,6,1.652,3.863,0.42764691,1,2.018929983,0,-2.485714286
TXCM,6,-158.245,166.103,-0.95269203,1,-1.174964681,0.25,-1.796825397
TXFR,6,0.516,1.045,0.4937799,1,1.707790457,1,1.742857143
TXXS,6,-0.0023,0.0065,-0.35384616,1,0.782587934,0,3.171428571
UFAO,6,64.13,48.77,1.3149477,1,-1.075441059,1,-0.384126984
UISV,6,-0.000015,0.000243,-0.061728396,1,-2.733347828,1,-0.35
UQYD,6,-0.011,0.067,-0.1641791,1,1.408144611,0.75,3.757142857
UTKY,6,-3.906,16.483,-0.23697142,1,-1.075441059,1,0.471428571
UXOU,6,23.621,23.332,1.0123864,1,1.719284137,0,-1.878571429
VBXC,6,0.075,0.033,2.2727273,1,-0.41599545,0.75,-5.1
VFDC,6,0.012,0.015,0.80000001,1,-0.725495912,0,1.107142857
VHSY,6,-8.296,60.553,-0.13700394,1,-1.236757662,1,-1.761111111
VUVW,6,2.131,3.223,0.6611852,1,0.632765011,1,2.242857143
WGMQ,6,0.04,0.034,1.1764706,1,1.719284137,0,1.435714286
WYBV,6,-0.011,4.156,-0.002646776,1,2.018929983,0.25,3.138888889
XFUD,6,13.911,20.419,0.68127722,1,-2.744841508,0,-4.563492063
XJQN,6,-1.346,2.835,-0.47477955,1,1.86910706,1,1.35
XMDF,6,-0.000000117,0.00000057,-0.20526315,1,-0.127843284,1,0.292857143
XPUJ,6,-324.36,2.049,-158.30161,1,-1.83441029,1,-1.728571429
XVDF,6,0.801,1.479,0.54158217,1,-0.787288893,1,0.464285714
XYAZ,6,0.046,0.037,1.2432432,1,1.719284137,1,1.75
YDEI,6,0.001979,0.015,0.13193333,1,0.798998303,1,2.061507937
YHDE,6,-219.53,167.275,-1.3123897,1,2.018929983,0,0.342857143
YRWI,6,-1.08,0.529,-2.0415878,1,-0.886812515,0,1.185714286
YTDU,6,-119.851,60.04,-1.9961859,1,-1.375086905,1,1.371428571
YTEZ,6,0.022,0.171,0.12865497,1,-1.225263982,1,0.95
ZAAZ,6,0.000146,0.001232,0.11850649,1,1.569461214,1,2.714285714
ZATN,6,-332.9,268.9,-1.2380067,1,-0.609561921,1,-0.421428571
ZGYM,6,-0.001494,0.00179,-0.83463687,1,-1.536403508,1,0.378571429
ZKFY,6,-1899.408,195.926,-9.6945171,1,1.569461214,1,-0.028571429
ZOHR,6,26.187,25.816,1.0143709,1,1.119992445,1,0.523015873
ZYIE,6,-15.717,14.014,-1.1215214,1,2.018929983,1,-0.071428571
AFES,1,-17.274,13.396,-1.2894894,2,1.569461214,,
AJRC,1,-1.657,2.344,-0.70691127,2,-0.63746597,,
AMHC,1,1.912,3.773,0.50675857,2,-2.134056136,,
ANXH,1,-1.192,0.478,-2.4937239,2,2.018929983,,
AOTG,1,-0.01,0.018,-0.55555558,2,-0.266172527,,
ASHN,1,1.338,0.504,2.6547618,2,1.419638291,,
AXUO,1,-0.397,2.707,-0.14665681,2,2.018929983,,
BBDS,1,-4.003,2.511,-1.5941856,2,-2.134056136,,
BCCY,1,-7.528,5.544,-1.3578644,2,0.471448408,,
BCLX,1,-0.03858,0.009067,-4.2549906,2,0.183296242,,
BERH,1,-1.3012,1.2544,-1.0373087,2,0.610369759,,
BJMG,1,0.7,2.51,0.27888447,2,0.960314906,,
BMGE,1,-4.556,12.725,-0.35803536,2,-1.375086905,,
BMVK,1,-8.786,4.487,-1.9581012,2,-2.433701982,,
BUKS,1,0.08,0.35,0.22857143,2,-1.684587367,,
BYCV,1,-291.348,87.66,-3.3236139,2,-0.875318835,,
CBIP,1,-0.32,0.11,-2.909091,2,0.16090099,,
CBYS,1,-13.3883,2.1954,-6.0983419,2,-0.476149367,,
CCPO,1,-5.861,0.777,-7.5431147,2,-0.298422395,,
CGHP,1,-4.224,1.54,-2.7428572,2,2.018929983,,
CIIE,1,-0.001087,0.02,-0.05435,2,-0.565818373,,
CKPF,1,-2.222,1.54,-1.4428571,2,0.958675842,,
CMMG,1,7.319,3.239,2.2596481,2,-0.63746597,,
CNYO,1,-0.354,0.045,-7.8666668,2,-0.62597229,,
COQM,1,1.051,0.241,4.3609958,2,-1.075441059,,
CUSM,1,-4.007,2.017,-1.9866138,2,-1.235118598,,
CVZM,1,3.865,2.177,1.7753789,2,-1.684587367,,
CXHI,1,74491.116,74425.548,1.000881,2,1.419638291,,
DBVU,1,-2.391,0.416,-5.7475963,2,1.408144611,,
DCJM,1,-6.094,33.691,-0.18087916,2,1.269815368,,
DEXO,1,0.147,0.551,0.26678765,2,-1.225263982,,
DQAG,1,0.148,0.105,1.4095238,2,-2.433701982,,
DVAE,1,0.422,1.457,0.28963622,2,1.569461214,,
EJWM,1,-5.91,12.67,-0.4664562,2,0.670523676,,
EONY,1,-5.682,5.563,-1.0213914,2,0.610369759,,
EVGS,1,-0.041,0.32,-0.128125,2,0.199706611,,
EZBJ,1,1.352,2.448,0.55228758,2,0.632765011,,
EZRL,1,-2.144,0.611,-3.5090017,2,-2.295372739,,
FFHG,1,-2.474,5.726,-0.43206427,2,2.018929983,,
FFKM,1,-0.067,2.159,-0.031032886,2,0.033473319,,
FHEW,1,0.857,0.157,5.4585986,2,2.018929983,,
FNTW,1,-27.599,29.492,-0.93581313,2,2.018929983,,
FRXI,1,97.097,47.029,2.0646198,2,-0.326326444,,
FTRF,1,-4.361,0.314,-13.888535,2,1.108498765,,
GIPP,1,-1.924,1.391,-1.3831775,2,-0.62597229,,
GRFN,1,-0.531,0.449,-1.182628,2,1.707790457,,
GTPQ,1,1.975,0.857,2.3045506,2,1.569461214,,
GXEN,1,-5.952,0.894,-6.6577182,2,-0.775795213,,
GZFF,1,-0.955,0.351,-2.7207978,2,1.569461214,,
HEGK,1,0.699,0.415,1.6843374,2,-0.62597229,,
HEVE,1,1.17,1.601,0.73079324,2,-1.84590397,,
HKIO,1,-0.00301,0.451,-0.006674058,2,0.183296242,,
HMEP,1,-0.0447,0.214,-0.2088785,2,-1.375086905,,
HVXK,1,-22.534,26.413,-0.85314047,2,1.569461214,,
IIVX,1,1.195,0.567,2.1075838,2,-0.288567779,,
IMLY,1,-0.43,0.982,-0.43788189,2,1.269815368,,
IWSS,1,10.175,0.54,18.842592,2,-0.925618136,,
JAAQ,1,124.5,35.26,3.5309131,2,-0.925618136,,
JARZ,1,-26.05,6.229,-4.1820517,2,-0.775795213,,
JFYE,1,0.223,0.966,0.23084886,2,0.299230233,,
JGAO,1,-30.505,16.185,-1.8847698,2,1.719284137,,
JGKG,1,-0.841,0.458,-1.8362446,2,-0.937111816,,
JPCI,1,0.195,0.119,1.6386554,2,-0.937111816,,
JVQU,1,-2.101,0.558,-3.765233,2,0.820346599,,
JYUR,1,-0.933,6.41,-0.14555383,2,-1.84590397,,
KHSV,1,-4.101,0.646,-6.3482971,2,-1.984233213,,
KJCY,1,0.709,0.023,30.826086,2,-0.425850066,,
KJMR,1,-6.645,0.811,-8.1935883,2,1.719284137,,
KJNQ,1,-70.527,65.782,-1.0721322,2,-1.236757662,,
KSUJ,1,-0.494,1.808,-0.27323008,2,-0.775795213,,
KWUT,1,-24.277,18.617,-1.3040231,2,-0.277666207,,
KZPU,1,-0.2069,0.0917,-2.2562704,2,0.310723913,,
LBOM,1,-5.23,6.24,-0.83814102,2,0.033473319,,
LHIK,1,-16.445,15.733,-1.0452552,2,-0.775795213,,
LKWD,1,3.189,6.289,0.50707585,2,1.569461214,,
LQUT,1,-20.48,77.64,-0.26378155,2,0.970169522,,
LTMC,1,-1.726,2.236,-0.77191412,2,-1.075441059,,
LXOK,1,0.459,0.227,2.0220265,2,-0.725495912,,
LYOD,1,0.5135,0.2777,1.8491178,2,2.018929983,,
LZHZ,1,-0.463,0.23,-2.0130434,2,-1.674732751,,
LZWO,1,-2.297,1.93,-1.1901554,2,1.108498765,,
MFWS,1,1.825,3.625,0.50344825,2,1.269815368,,
MLNS,1,-11.398,9.264,-1.2303541,2,-0.575672989,,
MOUZ,1,2.965,0.524,5.6583967,2,1.719284137,,
MRYE,1,-2.333,2.172,-1.0741252,2,1.719284137,,
MSBZ,1,-0.362,0.179,-2.0223463,2,1.119992445,,
NCBZ,1,-1.785,1.797,-0.99332219,2,1.569461214,,
NCPN,1,2.017,0.312,6.4647436,2,-2.1356952,,
NDCU,1,-2.219,50.796,-0.043684542,2,-1.824555674,,
NEJA,1,-1.811,2.837,-0.63835037,2,-1.474610527,,
NHZL,1,11.507,2.373,4.8491364,2,-0.775795213,,
NOLD,1,0.000238989,9.56107E-05,2.4996066,2,1.419638291,,
NPJH,1,-3.411,1.637,-2.0836897,2,-0.937111816,,
NRJN,1,-4.258,19.114,-0.22276865,2,0.471448408,,
NSPO,1,0.576,1.537,0.37475601,2,-1.524909828,,
NUYK,1,-2.177,0.006755,-322.27979,2,-0.937111816,,
OATA,1,71.903,48.806,1.473241,2,-1.995726893,,
OCTX,1,-5.674,5.887,-0.96381861,2,-0.62597229,,
ORMQ,1,-1.6928,1.2207,-1.3867453,2,-1.375086905,,
OSIC,1,-6.678,1.8,-3.71,2,0.598876079,,
OWMB,1,135.236,44.652,3.028666,2,0.610369759,,
OYIG,1,-3.245,1.569,-2.0681963,2,2.018929983,,
PDMO,1,-2.118,1.965,-1.0778626,2,-0.775795213,,
PEJY,1,-3.149,11.626,-0.27085841,2,1.707790457,,
PHXZ,1,-2.3811,0.485,-4.9094844,2,0.183296242,,
PKYR,1,1.277,1.051,1.2150333,2,2.018929983,,
PRJG,1,-1.643,0.161,-10.204969,2,-0.775795213,,
PUBS,1,-8.521,4.263,-1.9988271,2,-1.524909828,,
PVCC,1,187.877,59.223,3.1723654,2,-0.425850066,,
QBYX,1,-3.5083,2.4112,-1.4550017,2,0.183296242,,
QDZZ,1,-58.495,0.444,-131.7455,2,1.569461214,,
QFYA,1,-42.5456,50.855,-0.83660603,2,1.569461214,,
QKTL,1,-25.37,27.765,-0.91374034,2,0.910015605,,
QLBB,1,3.48,3.88,0.89690721,2,2.018929983,,
QLGC,1,3.174,0.243,13.061728,2,-1.824555674,,
QLQL,1,-7.634,11.95,-0.63882846,2,-2.295372739,,
QLWV,1,5.709,6.18,0.9237864,2,-0.725495912,,
QTPF,1,16.567,64.995,0.25489652,2,-1.225263982,,
QWAS,1,-9.681,0.22,-44.004547,2,2.018929983,,
QXPZ,1,-9.95,0.49,-20.306122,2,-0.326326444,,
RDFJ,1,-8.615,3.655,-2.3570452,2,1.569461214,,
RLPD,1,0.1895,0.0159,11.918239,2,-1.84590397,,
RQFZ,1,-1.081,0.231,-4.6796536,2,0.333119165,,
SDJW,1,-2.622,14.731,-0.17799199,2,-1.83441029,,
SDKG,1,-1.08,0.137,-7.8832116,2,1.86910706,,
SEPC,1,4.35,1.048,4.1507635,2,-2.134056136,,
SYUY,1,1.59,3.352,0.47434369,2,-0.787288893,,
TBGV,1,-10.091,0.666,-15.151651,2,1.719284137,,
TJQM,1,2.315,1.234,1.8760129,2,-1.824555674,,
TKJI,1,-1.701,2.964,-0.57388663,2,-1.84590397,,
TOPR,1,-6.322,1.318,-4.7966614,2,0.011078067,,
TURQ,1,-1.439,0.63,-2.284127,2,-1.524909828,,
TWZE,1,-11.946,0.521,-22.928982,2,2.018929983,,
TXCM,1,-21.09,12.38,-1.7035542,2,-1.174964681,,
TXFR,1,-0.12,0.109,-1.1009175,2,1.707790457,,
TXXS,1,0.103122,0.045213,2.2808042,2,0.782587934,,
UFAO,1,-171.149,112.246,-1.524767,2,-1.075441059,,
UISV,1,-1.80542,1.68244,-1.0730963,2,-2.733347828,,
UQYD,1,-0.736,0.194,-3.7938144,2,1.408144611,,
UTKY,1,-1.173,9.161,-0.12804279,2,-1.075441059,,
UXOU,1,11.04,18.449,0.59840643,2,1.719284137,,
VBXC,1,1.022,0.464,2.2025862,2,-0.41599545,,
VFDC,1,0.205,0.204,1.004902,2,-0.725495912,,
VHSY,1,-0.2832,0.1314,-2.155251,2,-1.236757662,,
VUVW,1,-2.379,0.514,-4.6284046,2,0.632765011,,
WGMQ,1,-0.00079,0.013,-0.06076923,2,1.719284137,,
WYBV,1,-0.209,0.292,-0.71575344,2,2.018929983,,
XFUD,1,-3.395,4.139,-0.82024646,2,-2.744841508,,
XJQN,1,-8.876,0.155,-57.264515,2,1.86910706,,
XMDF,1,-0.0334,0.000541,-61.737522,2,-0.127843284,,
XPUJ,1,32.016,27.889,1.1479795,2,-1.83441029,,
XVDF,1,-0.478,1.015,-0.47093597,2,-0.787288893,,
XYAZ,1,-0.586,0.401,-1.4613466,2,1.719284137,,
YDEI,1,-0.926,0.266,-3.4812031,2,0.798998303,,
YHDE,1,-1.148,0.445,-2.5797753,2,2.018929983,,
YRWI,1,-2.3,0.131,-17.557251,2,-0.886812515,,
YTDU,1,-88.224,61.95,-1.4241163,2,-1.375086905,,
YTEZ,1,-2.406,1.326,-1.8144796,2,-1.225263982,,
ZAAZ,1,-12.453,5.876,-2.1192989,2,1.569461214,,
ZATN,1,-4.805,5.749,-0.83579755,2,-0.609561921,,
ZGYM,1,-0.275,0.022,-12.5,2,-1.536403508,,
ZKFY,1,15.302,29.883,0.51206374,2,1.569461214,,
ZOHR,1,-1.204,0.472,-2.5508475,2,1.119992445,,
ZYIE,1,-3.024,0.283,-10.685513,2,2.018929983,,
AFES,2,7.737,6.906,1.1203301,2,1.569461214,,
AJRC,2,0.319,0.298,1.0704699,2,-0.63746597,,
AMHC,2,-3.518,17.517,-0.20083347,2,-2.134056136,,
ANXH,2,-1.085,0.146,-7.4315066,2,2.018929983,,
AOTG,2,-3.52,0.762,-4.6194224,2,-0.266172527,,
ASHN,2,-7.381,0.758,-9.7374668,2,1.419638291,,
AXUO,2,-0.689,6.346,-0.10857233,2,2.018929983,,
BBDS,2,-5.393,2.283,-2.3622427,2,-2.134056136,,
BCCY,2,0.192,8.102,0.023697853,2,0.471448408,,
BCLX,2,-0.158,0.016,-9.875,2,0.183296242,,
BERH,2,-13.726,1.3985,-9.8148012,2,0.610369759,,
BJMG,2,17.03,23.89,0.71285057,2,0.960314906,,
BMGE,2,1.7459,5.59274,0.31217256,2,-1.375086905,,
BMVK,2,6.84,4.189,1.6328479,2,-2.433701982,,
BUKS,2,-2.65,6.64,-0.3990964,2,-1.684587367,,
BYCV,2,-6.82,2.013,-3.3879781,2,-0.875318835,,
CBIP,2,6.135,3.729,1.6452132,2,0.16090099,,
CBYS,2,-2.0907,1.6932,-1.2347625,2,-0.476149367,,
CCPO,2,-11.99,2.753,-4.3552489,2,-0.298422395,,
CGHP,2,-4.632,1.17,-3.9589744,2,2.018929983,,
CIIE,2,-0.059,0.000065,-907.69232,2,-0.565818373,,
CKPF,2,-5.617,3.037,-1.8495226,2,0.958675842,,
CMMG,2,-7.115,0.44,-16.170454,2,-0.63746597,,
CNYO,2,-2.743,1.666,-1.6464586,2,-0.62597229,,
COQM,2,-9.374,3.708,-2.5280476,2,-1.075441059,,
CUSM,2,-1.109,3.298,-0.3362644,2,-1.235118598,,
CVZM,2,-0.119,4.706,-0.025286868,2,-1.684587367,,
